text,label
Transfer Sesama Rekening,transfer
Mutasi Rekening,transfer
Transfer Virtual Account,transfer
Transfer QRIS,transfer
Transfer E-Wallet,transfer
Penyesuaian Saldo,transfer
Concert ticket,entertainment
Steam Purchase,entertainment
Bought band merch,shopping
Purchased hoodie,shopping
Online shopping Shopee,shopping
Bayar listrik PLN Rp325000,bills
Token listrik PLN Rp100000,bills
Bayar Air PAM Rp85000,bills
Tagihan PDAM Rp120000,bills
Bayar IndiHome Rp375000,bills
Bayar Biznet Rp425000,bills
Pulsa Telkomsel Rp50000,bills
Pulsa XL Rp25000,bills
Pulsa Indosat Rp30000,bills
Pulsa Tri Rp20000,bills
Isi token listrik Rp50000,bills
Bayar WiFi rumah Rp350000,bills
Tagihan internet Rp280000,bills
Bayar TV kabel Rp180000,bills
Bayar BPJS Rp150000,bills
Tagihan listrik bulan ini Rp412000,bills
Tagihan air rumah Rp97000,bills
Bayar MyRepublic Rp389000,bills
Bayar paket internet Rp75000,bills
Bayar listrik kos Rp210000,bills
Spotify Premium Rp54990,entertainment
Netflix Premium Rp65000,entertainment
Disney Plus Hotstar Rp39000,entertainment
YouTube Premium Rp59000,entertainment
Nonton XXI Rp60000,entertainment
CGV Cinema Rp85000,entertainment
Top Up Mobile Legends Rp150000,entertainment
Steam Wallet Rp200000,entertainment
Pembelian game Steam Rp350000,entertainment
Langganan Vidio Platinum Rp39000,entertainment
Spotify Family Rp86990,entertainment
Apple Music Rp55000,entertainment
Tiket konser Sheila On 7 Rp510000,entertainment
Konser Dewa 19 Rp450000,entertainment
Festival We The Fest Rp950000,entertainment
Nonton konser BMTH Rp6500000,entertainment
PlayStation Store Rp275000,entertainment
Nintendo eShop Rp420000,entertainment
Valorant Points Rp150000,entertainment
Top Up Free Fire Rp100000,entertainment
Rumah Sakit Hermina Rp250000,healthcare
Konsultasi dokter umum Rp180000,healthcare
Medical Checkup Rp850000,healthcare
Beli Vitamin C Rp65000,healthcare
Apotek Kimia Farma Rp135000,healthcare
Apotek K24 Rp98000,healthcare
Tes darah laboratorium Rp450000,healthcare
Dokter Gigi Rp375000,healthcare
Rumah Sakit Mitra Keluarga Rp650000,healthcare
Pembelian obat Rp145000,healthcare
BPJS Kesehatan Rp150000,healthcare
Rapid Test Rp120000,healthcare
Vaksin Influenza Rp350000,healthcare
Periksa mata Rp220000,healthcare
Fisioterapi Rp275000,healthcare
Beli obat batuk Rp45000,healthcare
Beli antibiotik Rp89000,healthcare
Periksa ke dokter spesialis Rp425000,healthcare
Biaya rawat jalan Rp550000,healthcare
Medical check up tahunan Rp1200000,healthcare
Gaji Bulanan Rp8500000,income
Transfer Gaji Rp7800000,income
Salary Received Rp9500000,income
Payroll July Rp8200000,income
Bonus Tahunan Rp4500000,income
Bonus Kinerja Rp1500000,income
THR Lebaran Rp5000000,income
Pendapatan Freelance Rp2500000,income
Project Freelance Website Rp4500000,income
Komisi Penjualan Rp850000,income
Transfer dari Klien Rp3200000,income
Pembayaran Proyek Rp5600000,income
Pendapatan Usaha Rp4700000,income
Keuntungan Penjualan Rp980000,income
Bunga Tabungan Rp45000,income
Cashback Shopee Rp35000,income
Cashback Tokopedia Rp28000,income
Refund Pembelian Rp175000,income
Insentif Bulanan Rp900000,income
Honor Mengajar Rp1200000,income
Transfer ke Teman Rp250000,transfer
Transfer Antar Rekening Rp1000000,transfer
Top Up OVO Rp100000,topup
Top Up GoPay Rp150000,topup
Top Up DANA Rp200000,topup
Transfer Bank BCA Rp500000,transfer
Transfer Bank Mandiri Rp750000,transfer
Transfer Bank BNI Rp600000,transfer
Transfer Bank BRI Rp450000,transfer
Transfer Sesama Rekening Rp200000,transfer
Mutasi Rekening Rp0,transfer
Transfer Virtual Account Rp350000,transfer
Transfer QRIS Rp125000,transfer
Transfer E-Wallet Rp275000,transfer
Penyesuaian Saldo Rp50000,transfer
Saldo Awal Rp1000000,transfer
Koreksi Transaksi Rp25000,transfer
Transaksi Tidak Dikenal Rp50000,transfer
Transfer Internal Rp1500000,transfer
Pemindahan Dana Rp900000,transfer
Nonton konser 510 lagi Rp250000,entertainment
Nonton konser Simple Plan lagi Rp3000000,entertainment
Bayar kuliah 5000000,education
Staycation on Bali 3000000,travel
Spotify Premium 54990,entertainment
Booking hotel at Bali 1500000,travel
Langganan wifi kampus 50000,education
Beli modul 80000,education
Printing laporan 700000,education
Bayar seminar 150000,education
Bayar workshop 200000,education
Bayar kurs bahasa Inggris 300000,education
Bayar uang kuliah 4000000,education
Short course online 250000,education
Excel learning class 150000,education
Python course at Udemy 200000,education
Youtube Premium 59000,entertainment
Monthly subscription for online course 300000,education
Uang cicilan kuliah 2000000,education
Beli alat tulis 50000,education
Nonton film di bioskop XXI,entertainment
Subscription Netflix bulan ini,entertainment
Beli tiket konser musik,entertainment
Langganan Spotify Premium,entertainment
Nonton drama di Disney+,entertainment
Beli game di Steam,entertainment
Top up diamond Mobile Legends,entertainment
Langganan YouTube Premium,entertainment
Nonton pertandingan sepak bola di stadion,entertainment
Beli tiket pameran seni,entertainment
Subscription HBO GO,entertainment
Main game online di warnet,entertainment
Nonton film di CGV,entertainment
Beli merchandise anime,entertainment
Langganan Viu premium,entertainment
Top up PUBG UC,entertainment
Nonton teater musikal,entertainment
Beli album musik digital,entertainment
Langganan Amazon Prime Video,entertainment
Nonton konser virtual,entertainment
Beli tiket festival musik,entertainment
Top up Free Fire diamonds,entertainment
Langganan Apple Music,entertainment
Nonton film di KlikFilm,entertainment
Beli komik digital,entertainment
Top up game Genshin Impact,entertainment
Langganan Vidio Premier,entertainment
Nonton pertunjukan stand-up comedy,entertainment
Beli tiket museum,entertainment
Top up Honor of Kings,entertainment
Langganan WeTV,entertainment
Beli novel online,entertainment
Top up game Call of Duty,entertainment
Nonton film di Cinemaxx,entertainment
Beli tiket acara anime convention,entertainment
Subscription Apple TV+,entertainment
Top up game Valorant points,entertainment
Nonton drama di iQIYI,entertainment
Beli merchandise K-Pop,entertainment
Langganan Mola TV,entertainment
Top up game Apex Legends coins,entertainment
Nonton film di Flix,entertainment
Beli tiket pertunjukan sulap,entertainment
Langganan Qubit TV,entertainment
Top up game Arena of Valor,entertainment
Nonton film di Majestic,entertainment
Beli tiket festival kuliner,entertainment
Top up game League of Legends RP,entertainment
Langganan Catchplay,entertainment
Nonton film di Blitzmegaplex,entertainment
Top up game Ragnarok,entertainment
Beli tiket acara cosplay,entertainment
Subscription Paramount+,entertainment
Top up game Mobile Legends diamond,entertainment
Nonton film di New Star Cineplex,entertainment
Beli tiket bazaar seni,entertainment
Langganan Genflix,entertainment
Top up game Garena Free Fire,entertainment
Nonton film di Platinum Cineplex,entertainment
Beli tiket festival film,entertainment
Langganan Viki,entertainment
Top up game Undawn,entertainment
Nonton film di Movimax,entertainment
Beli tiket acara musik klasik,entertainment
Langganan MyRepublic TV,entertainment
Top up game Black Clover Mobile,entertainment
Nonton film di CGV Grand Indonesia,entertainment
Beli tiket performance art,entertainment
Subscription Peacock,entertainment
Top up game Tower of Fantasy,entertainment
Nonton film di XXI Plaza Senayan,entertainment
Beli tiket acara dance competition,entertainment
Langganan Bilibili,entertainment
Top up game Fate/Grand Order,entertainment
Nonton film di Epicentrum XXI,entertainment
Beli tiket festival budaya,entertainment
Langganan Crunchyroll,entertainment
Top up game Arknights,entertainment
Nonton film di Kuningan City XXI,entertainment
Beli tiket acara food festival,entertainment
Subscription BritBox,entertainment
Top up game Blue Archive,entertainment
Nonton film di Senayan City XXI,entertainment
Beli tiket acara fashion show,entertainment
Langganan TCL Channel,entertainment
Top up game Honkai Impact 3rd,entertainment
Nonton film di Gandaria City XXI,entertainment
Beli tiket festival komedi,entertainment
Langganan Mango TV,entertainment
Top up game Goddess of Victory Nikke,entertainment
Nonton film di Pondok Indah XXI,entertainment
Beli tiket acara photography exhibition,entertainment
Subscription Hayu,entertainment
Top up game Path to Nowhere,entertainment
Nonton film di Lippo Mall Puri XXI,entertainment
Beli tiket acara culinary demo,entertainment
Langganan VIU,entertainment
Top up game Black Desert Mobile,entertainment
Nonton film di Taman Anggrek XXI,entertainment
Beli tiket acara book fair,entertainment
Langganan GOplay,entertainment
Top up game Lineage W,entertainment
Nonton film di Kota Kasablanka XXI,entertainment
Beli tiket acara music showcase,entertainment
Subscription Lionsgate Play,entertainment
Top up game Perfect World Mobile,entertainment
Nonton film di Cilandak Town Square XXI,entertainment
Beli tiket acara theater,entertainment
Langganan Starz,entertainment
Top up game MapleStory M,entertainment
Nonton film di Green Terrace XXI,entertainment
Beli tiket acara poetry reading,entertainment
Langganan Tubi,entertainment
Top up game Ragnarok Origin,entertainment
Nonton film di La Piazza XXI,entertainment
Beli tiket acara film screening,entertainment
Subscription Stan,entertainment
Top up game Dragon Raja,entertainment
Nonton film di Pasific Place XXI,entertainment
Beli tiket acara charity concert,entertainment
Langganan Sling TV,entertainment
Top up game Albion Online,entertainment
Nonton film di Plaza Indonesia XXI,entertainment
Beli tiket acara cultural performance,entertainment
Langganan FuboTV,entertainment
Top up game Lost Ark,entertainment
Nonton film di Senayan Park XXI,entertainment
Beli tiket acara art exhibition,entertainment
Subscription Acorn TV,entertainment
Nonton film di BSD XXI,entertainment
Beli tiket acara jazz festival,entertainment
Langganan Sundance Now,entertainment
Nonton film di Alam Sutera XXI,entertainment
Beli tiket acara pop culture expo,entertainment
Langganan Hulu,entertainment
Top up game Valorant,entertainment
Nonton film di Living World XXI,entertainment
Beli tiket acara comic con,entertainment
Subscription ESPN+,entertainment
Top up game Dota 2,entertainment
Nonton film di Ciputra XXI,entertainment
Beli tiket acara music festival,entertainment
Langganan NBA TV,entertainment
Top up game PUBG Mobile,entertainment
Nonton film di Central Park XXI,entertainment
Beli tiket acara fashion week,entertainment
Langganan WWE Network,entertainment
Top up game Call of Duty Mobile,entertainment
Nonton film di Grand Indonesia XXI,entertainment
Beli tiket acara food bazaar,entertainment
Subscription MGM+,entertainment
Top up game Fortnite,entertainment
Nonton film di Mall Taman Anggrek,entertainment
Beli tiket acara cultural fest,entertainment
Langganan AMC+,entertainment
Top up game Roblox,entertainment
Nonton film di Plaza Semanggi,entertainment
Beli tiket acara indie music concert,entertainment
Langganan Discovery+,entertainment
Top up game Minecraft,entertainment
Nonton film di Senayan,entertainment
Beli tiket acara literary festival,entertainment
Top up game Free Fire,entertainment
Nonton film di Kuningan,entertainment
Beli tiket acara dance festival,entertainment
Langganan Showtime,entertainment
Top up game Apex Legends,entertainment
Nonton film di Pondok Indah,entertainment
Beli tiket acara comedy show,entertainment
Langganan Paramount+,entertainment
Top up game League of Legends,entertainment
Nonton film di Gandaria,entertainment
Beli tiket acara music awards,entertainment
Subscription Peacock Premium,entertainment
Top up game World of Warcraft,entertainment
Nonton film di Blok M,entertainment
Beli tiket acara theater performance,entertainment
Langganan Apple TV,entertainment
Top up game StarCraft II,entertainment
Nonton film di Cilandak,entertainment
Beli tiket acara film festival,entertainment
Langganan MUBI,entertainment
Top up game Warcraft Rumble,entertainment
Nonton film di Kemang,entertainment
Beli tiket acara book signing,entertainment
Subscription BroadwayHD,entertainment
Top up game Diablo Immortal,entertainment
Nonton film di SCBD,entertainment
Beli tiket acara cosplay competition,entertainment
Langganan Funimation,entertainment
Top up game Overwatch,entertainment
Nonton film di Thamrin,entertainment
Beli tiket acara art fair,entertainment
Langganan Viu,entertainment
Top up game Counter-Strike,entertainment
Nonton film di Sudirman,entertainment
Beli tiket acara food truck festival,entertainment
Top up e-wallet OVO,topup
Donasi ke panti asuhan,donation
Bayar tagihan PDAM,bills
Bayar internet IndiHome,bills
Bayar PBB tahunan,bills
Bayar tagihan BPJS Kesehatan,bills
Bayar telepon rumah,bills
Bayar tagihan gas PGN,bills
Bayar iuran kebersihan,bills
Bayar tagihan BPJS TK,bills
Bayar Pajak Bumi Bangunan,bills
Bayar tagihan First Media,bills
Bayar tagihan cable TV,bills
Bayar BPJS Jaminan Pensiun,bills
Bayar PBB - Pajak Bumi Bangunan,bills
Bayar tagihan air minum,bills
Bayar iuran lingkungan,bills
Bayar pajak kendaraan STNK,bills
Bayar tagihan MyRepublic,bills
Bayar tagihan Biznet,bills
Bayar Pajak Penghasilan,bills
Bayar tagihan TELKOM,bills
Bayar iuran RT,bills
Bayar tagihan Indovision,bills
Bayar tagihan Transvision,bills
Bayar PBB P2,bills
Bayar tagihan PLN token,bills
Bayar tagihan PDAM Tirta,bills
Bayar tagihan CBN,bills
Bayar tagihan Internet,bills
Bayar Pajak Kendaraan Bermotor,bills
Bayar tagihan Kabel,bills
Bayar iuran pengamanan,bills
Bayar tagihan MNC Vision,bills
Bayar tagihan BTV,bills
Bayar PBB - Pajak Rumah,bills
Bayar tagihan air PAM,bills
Bayar tagihan listrik prabayar,bills
Bayar tagihan DANA,bills
Bayar tagihan Telkomsel,bills
Bayar Pajak Tanah,bills
Bayar tagihan gas elpiji,bills
Bayar tagihan Kanal,bills
Bayar iuran PKK,bills
Bayar tagihan BPJS,bills
Bayar tagihan KCIC,bills
Bayar PBB kota,bills
Bayar tagihan PLN,bills
Bayar tagihan IndiHome,bills
Bayar tagihan Netflix,bills
Bayar tagihan Spotify,bills
Bayar iuran bulanan,bills
Bayar tagihan kartu kredit,bills
Bayar tagihan pinjaman,bills
Bayar tagihan asuransi,bills
Bayar tagihan internet,bills
Bayar tagihan air,bills
Bayar tagihan gas,bills
Bayar tagihan listrik,bills
Bayar tagihan HP,bills
Bayar iuran tahunan,bills
Bayar tagihan sekolah,bills
Bayar tagihan kuliah,bills
Bayar tagihan kursus,bills
Bayar tagihan gym,bills
Bayar tagihan club membership,bills
Bayar tagihan parkir bulanan,bills
Bayar tagihan office utility,bills
Bayar tagihan servis,bills
Bayar tagihan maintenance,bills
Bayar tagihan alarm,bills
Bayar tagihan CCTV,bills
Bayar tagihan keamanan,bills
Bayar tagihan kebun,bills
Bayar tagihan kolam renang,bills
Bayar tagihan taman,bills
Bayar tagihan laundry,bills
Bayar tagihan cleaning,bills
Bayar tagihan waste management,bills
Bayar tagihan recycling,bills
Bayar tagihan solar panel,bills
Bayar tagihan battery storage,bills
Bayar tagihan electric vehicle,bills
Bayar tagihan charging station,bills
Bayar tagihan smart home,bills
Bayar tagihan IoT devices,bills
Bayar tagihan sensors,bills
Bayar tagihan automation,bills
Bayar tagihan robotics,bills
Bayar tagihan drones,bills
Bayar tagihan AI service,bills
Bayar tagihan cloud storage,bills
Bayar tagihan data center,bills
Bayar tagihan bandwidth,bills
Bayar tagihan domain,bills
Bayar tagihan hosting,bills
Bayar tagihan SSL,bills
Bayar tagihan VPN,bills
Bayar tagihan security,bills
Bayar tagihan backup,bills
Bayar tagihan recovery,bills
Bayar tagihan monitoring,bills
Bayar tagihan analytics,bills
Bayar tagihan dashboard,bills
Bayar tagihan reporting,bills
Bayar tagihan notification,bills
Bayar tagihan alert,bills
Bayar tagihan SMS,bills
Bayar tagihan email,bills
Bayar tagihan WhatsApp,bills
Bayar tagihan chat,bills
Bayar tagihan CRM,bills
Bayar tagihan ERP,bills
Bayar tagihan HRIS,bills
Bayar tagihan accounting,bills
Bayar tagihan inventory,bills
Bayar tagihan POS,bills
Bayar tagihan e-commerce,bills
Bayar tagihan marketplace,bills
Bayar tagihan payment gateway,bills
Bayar tagihan digital signature,bills
Bayar tagihan e-invoice,bills
Bayar tagihan e-tax,bills
Bayar tagihan e-KTP,bills
Bayar tagihan e-SIM,bills
Bayar tagihan e-wallet,bills
Bayar tagihan QRIS,bills
Bayar tagihan NFC,bills
Bayar tagihan blockchain,bills
Bayar tagihan crypto,bills
Bayar tagihan NFT,bills
Bayar tagihan metaverse,bills
Bayar tagihan AR/VR,bills
Bayar tagihan gaming,bills
Bayar tagihan esport,bills
Bayar tagihan streaming,bills
Bayar tagihan podcast,bills
Bayar tagihan audiobook,bills
Bayar tagihan digital library,bills
Bayar tagihan online learning,bills
Bayar tagihan webminar,bills
Bayar tagihan virtual event,bills
Bayar tagihan conference,bills
Bayar tagihan workshop,bills
Bayar tagihan training,bills
Bayar tagihan certification,bills
Bayar tagihan internship,bills
Bayar tagihan scholarship,bills
Bayar tagihan research,bills
Bayar tagihan publication,bills
Bayar tagihan journal,bills
Bayar tagihan paper,bills
Bayar tagihan thesis,bills
Bayar tagihan dissertation,bills
Bayar tagihan conference fee,bills
Bayar tagihan membership,bills
Bayar tagihan subscription,bills
Bayar tagihan license,bills
Bayar tagihan API,bills
Bayar tagihan SDK,bills
Bayar tagihan library,bills
Bayar tagihan plugin,bills
Bayar tagihan theme,bills
Bayar tagihan template,bills
Bayar tagihan design,bills
Bayar tagihan font,bills
Bayar tagihan icon,bills
Bayar tagihan image,bills
Bayar tagihan video,bills
Bayar tagihan audio,bills
Bayar tagihan animation,bills
Bayar tagihan 3D,bills
Bayar tagihan rendering,bills
Bayar tagihan editing,bills
Bayar tagihan color grading,bills
Bayar tagihan VFX,bills
Bayar tagihan CGI,bills
Bayar tagihan motion capture,bills
Bayar tagihan 3D printing,bills
Bayar tagihan laser cutting,bills
Bayar tagihan CNC,bills
Bayar tagihan ROV,bills
Bayar tagihan satellite,bills
Bayar tagihan telescope,bills
Bayar tagihan microscope,bills
Bayar tagihan spectrometer,bills
Bayar tagihan oscilloscope,bills
Bayar tagihan multimeter,bills
Bayar tagihan soldering,bills
Bayar tagihan prototyping,bills
Bayar tagihan PCB,bills
Bayar tagihan microcontroller,bills
Bayar tagihan sensor,bills
Bayar tagihan actuator,bills
Bayar tagihan motor,bills
Bayar tagihan pump,bills
Bayar tagihan valve,bills
Bayar tagihan controller,bills
Bayar tagihan inverter,bills
Bayar tagihan converter,bills
Bayar tagihan transformer,bills
Bayar tagihan generator,bills
Bayar tagihan battery,bills
Bayar tagihan solar,bills
Bayar tagihan wind,bills
Bayar tagihan hydro,bills
Bayar tagihan biomass,bills
Bayar tagihan geothermal,bills
Bayar tagihan nuclear,bills
Bayar tagihan hydrogen,bills
Bayar tagihan fuel cell,bills
Bayar tagihan electrolyzer,bills
Bayar tagihan separator,bills
Bayar tagihan membrane,bills
Bayar tagihan catalyst,bills
Bayar tagihan chemical,bills
Bayar tagihan reagent,bills
Bayar tagihan buffer,bills
Bayar tagihan solution,bills
Bayar tagihan titration,bills
Bayar tagihan pH meter,bills
Bayar tagihan conductivity meter,bills
Gaji bulanan dari perusahaan,income
Gaji lembur,income
Bonus tahunan dari kantor,income
THR Lebaran,income
Uang tunjangan transportasi,income
Uang tunjangan makan,income
Uang tunjangan komunikasi,income
Gaji ke-13,income
Bonus proyek,income
Komisi penjualan,income
Uang jasa,income
Uang saku,income
Tunjangan hari raya,income
Bonus kinerja,income
Gaji freelance,income
Pendapatan dari kontrak,income
Uang sewa properti,income
Dividen saham,income
Bunga deposito,income
Bunga tabungan,income
Hasil investasi reksadana,income
Keuntungan jual tanah,income
Keuntungan jual rumah,income
Keuntungan jual mobil,income
Cuan dari bisnis sampingan,income
Komisi dari afiliasi,income
Royalti,income
Honorarium,income
Uang pensiun,income
Tunjangan hari tua,income
Cuan dari jual online,income
Pendapatan dari YouTube,income
Pendapatan dari Twitch,income
Pendapatan dari podcast,income
Pendapatan dari digital product,income
Pendapatan dari dropshipping,income
Pendapatan dari reseller,income
Pendapatan dari konsultasi,income
Pendapatan dari pelatihan,income
Pendapatan dari workshop,income
Pendapatan dari event,income
Pendapatan dari sponsorship,income
Pendapatan dari endorsement,income
Pendapatan dari iklan,income
Pendapatan dari blog,income
Pendapatan dari newsletter,income
Pendapatan dari membership,income
Pendapatan dari kursus,income
Pendapatan dari ebook,income
Pendapatan dari template,income
Pendapatan dari desain,income
Pendapatan dari foto,income
Pendapatan dari video,income
Pendapatan dari audio,income
Pendapatan dari coding,income
Pendapatan dari project management,income
Pendapatan dari QA,income
Pendapatan dari DevOps,income
Pendapatan dari data science,income
Pendapatan dari machine learning,income
Pendapatan dari AI,income
Pendapatan dari cyber security,income
Pendapatan dari network,income
Pendapatan dari database,income
Pendapatan dari cloud,income
Pendapatan dari mobile dev,income
Pendapatan dari web dev,income
Pendapatan dari game dev,income
Pendapatan dari blockchain,income
Pendapatan dari crypto,income
Pendapatan dari NFT,income
Pendapatan dari metaverse,income
Pendapatan dari AR/VR,income
Pendapatan dari 3D,income
Pendapatan dari animation,income
Pendapatan dari VFX,income
Pendapatan dari CGI,income
Pendapatan dari rendering,income
Pendapatan dari editing,income
Pendapatan dari color grading,income
Pendapatan dari production,income
Pendapatan dari film,income
Pendapatan dari music,income
Pendapatan dari voice over,income
Pendapatan dari translation,income
Pendapatan dari copywriting,income
Pendapatan dari content writing,income
Pendapatan dari social media,income
Pendapatan dari community management,income
Pendapatan dari customer service,income
Pendapatan dari sales,income
Pendapatan dari marketing,income
Pendapatan dari branding,income
Pendapatan dari PR,income
Pendapatan dari event organizer,income
Pendapatan dari wedding organizer,income
Pendapatan dari tour guide,income
Pendapatan dari travel agent,income
Pendapatan dari flight attendant,income
Pendapatan dari pilot,income
Pendapatan dari captain,income
Pendapatan dari engineer,income
Pendapatan dari scientist,income
Pendapatan dari researcher,income
Pendapatan dari lecturer,income
Pendapatan dari teacher,income
Pendapatan dari tutor,income
Pendapatan dari mentor,income
Pendapatan dari coach,income
Pendapatan dari trainer,income
Pendapatan dari consultant,income
Pendapatan dari analyst,income
Pendapatan dari accountant,income
Pendapatan dari auditor,income
Pendapatan dari lawyer,income
Pendapatan dari notary,income
Pendapatan dari doctor,income
Pendapatan dari nurse,income
Pendapatan dari pharmacist,income
Pendapatan dari dentist,income
Pendapatan dari vet,income
Pendapatan dari psychologist,income
Pendapatan dari therapist,income
Pendapatan dari social worker,income
Pendapatan dari civil servant,income
Pendapatan dari police,income
Pendapatan dari army,income
Pendapatan dari firefighter,income
Pendapatan dari paramedic,income
Pendapatan dari diver,income
Pendapatan dari geologist,income
Pendapatan dari architect,income
Pendapatan dari interior designer,income
Pendapatan dari landscape architect,income
Pendapatan dari urban planner,income
Pendapatan dari technician,income
Pendapatan dari mechanic,income
Pendapatan dari electrician,income
Pendapatan dari plumber,income
Pendapatan dari construction,income
Pendapatan dari labor,income
Pendapatan dari farmer,income
Pendapatan dari fisherman,income
Pendapatan dari rancher,income
Pendapatan dari miner,income
Pendapatan dari oil worker,income
Pendapatan dari gas worker,income
Pendapatan dari solar worker,income
Pendapatan dari wind worker,income
Pendapatan dari hydro worker,income
Pendapatan dari biomass worker,income
Pendapatan dari geothermal worker,income
Pendapatan dari nuclear worker,income
Bayar konsultasi dokter umum,healthcare
Beli obat di apotek,healthcare
Check up kesehatan tahunan,healthcare
Bayar BPJS Kesehatan,healthcare
Konsultasi gigi,healthcare
Beli vitamin dan suplemen,healthcare
Bayar rawat inap rumah sakit,healthcare
Konsultasi psikolog,healthcare
Beli obat resep dokter,healthcare
Cek golongan darah,healthcare
Vaksinasi Covid-19,healthcare
Konsultasi spesialis mata,healthcare
Beli kacamata,healthcare
Bayar fisioterapi,healthcare
Konsultasi dokter kulit,healthcare
Beli obat batuk pilek,healthcare
Cek kehamilan,healthcare
Bayar persalinan,healthcare
Beli susu bayi,healthcare
Bayar imunisasi bayi,healthcare
Konsultasi gizi,healthcare
Beli alat kesehatan,healthcare
Cek kolesterol,healthcare
Cek gula darah,healthcare
Cek tekanan darah,healthcare
Bayar dokter spesialis jantung,healthcare
Beli obat jantung,healthcare
Bayar terapi okupasi,healthcare
Konsultasi THT,healthcare
Beli obat alergi,healthcare
Cek kesehatan mental,healthcare
Bayar psikiater,healthcare
Beli obat penenang,healthcare
Konsultasi ortopedi,healthcare
Beli obat patah tulang,healthcare
Bayar operasi,healthcare
Bayar perawatan luka,healthcare
Beli perban dan plester,healthcare
Konsultasi urologi,healthcare
Beli obat ginjal,healthcare
Cek fungsi hati,healthcare
Cek fungsi paru-paru,healthcare
Konsultasi paru,healthcare
Beli obat asma,healthcare
Bayar terapi pernapasan,healthcare
Konsultasi kanker,healthcare
Beli obat kemoterapi,healthcare
Bayar MRI,healthcare
Bayar CT Scan,healthcare
Bayar USG,healthcare
Bayar EKG,healthcare
Bayar EEG,healthcare
Beli alat cek tekanan darah,healthcare
Beli alat cek gula darah,healthcare
Beli termometer,healthcare
Beli masker medis,healthcare
Beli hand sanitizer medis,healthcare
Bayar dokter hewan,healthcare
Beli obat hewan,healthcare
Vaksinasi hewan peliharaan,healthcare
Konsultasi dokter mata,healthcare
Beli lensa kontak,healthcare
Bayar periksa telinga,healthcare
Beli alat bantu dengar,healthcare
Konsultasi dokter saraf,healthcare
Beli obat saraf,healthcare
Bayar terapi saraf,healthcare
Konsultasi dokter bedah,healthcare
Bayar biaya kamar rumah sakit,healthcare
Beli obat maag,healthcare
Beli obat sakit kepala,healthcare
Beli obat demam,healthcare
Beli obat flu,healthcare
Konsultasi dokter anak,healthcare
Beli obat cacingan,healthcare
Beli obat diare,healthcare
Beli obat sembelit,healthcare
Konsultasi dokter kandungan,healthcare
Beli obat KB,healthcare
Bayar tes kehamilan,healthcare
Konsultasi infertilitas,healthcare
Beli obat penambah darah,healthcare
Beli obat osteoporosis,healthcare
Konsultasi reumatologi,healthcare
Beli obat sendi,healthcare
Bayar terapi fisik,healthcare
Beli alat pijat,healthcare
Konsultasi estetika,healthcare
Beli skincare medis,healthcare
Beli sunscreen medis,healthcare
Bayar treatment wajah medis,healthcare
Konsultasi kedokteran olahraga,healthcare
Beli obat cedera olahraga,healthcare
Bayar medical check up,healthcare
Cek kesehatan umum,healthcare
Konsultasi dokter spesialis paru,healthcare
Beli obat TBC,healthcare
Bayar perawatan paliatif,healthcare
Konsultasi geriatri,healthcare
Beli obat lansia,healthcare
Bayar perawatan lansia,healthcare
Beli alat bantu jalan,healthcare
Beli kursi roda,healthcare
Bayar perawat home care,healthcare
Konsultasi gizi anak,healthcare
Beli obat cacing,healthcare
