text,label
Isi saldo e-money bri,transport
Perpanjang pajak motor,transport
Perpanjang pajak mobil,transport
Bayar pajak motor online,transport
Bayar pajak mobil online,transport
Bayar pajak STNK,transport
Bayar plat nomor kendaraan,transport
Bayar kir kendaraan,transport
Perpanjang kir,transport
Bayar pengesahan STNK,transport
Bayar denda pajak kendaraan,transport
Bayar denda STNK,transport
Bayar ganti plat nomor,transport
Bayar mutasi kendaraan,transport
Bayar balik nama kendaraan,transport
Naik bus antarkota,transport
Naik bus pariwisata,transport
Naik travel antar jemput,transport
Naik travel online,transport
