text,label
Belanja di mal sebesar Rp 8514 via UPI Ref 791798,shopping
Investasi obligasi emas sebesar Rp 10921 via UPI Ref 377932,investment
Belanja supermarket sebesar Rp 13980 via UPI Ref 665492,shopping
Pemesanan bus sebesar Rp 26248 via UPI Ref 804314,travel
Cicilan mobil sebesar Rp 34019 via UPI Ref 573417,loan
Tagihan kafe sebesar Rp 14825 via UPI Ref 167136,food
Potongan cicilan pinjaman sebesar Rp 38655 via UPI Ref 680828,loan
Pembelian tiket kereta sebesar Rp 571 via UPI Ref 174441,travel
Tagihan kafe sebesar Rp 4517 via UPI Ref 132938,food
Potongan cicilan pinjaman sebesar Rp 33795 via UPI Ref 349565,loan
Potongan cicilan ponsel sebesar Rp 31912 via UPI Ref 324643,loan
Belanja di mal sebesar Rp 47505 via UPI Ref 698782,shopping
Tagihan toko mode sebesar Rp 16025 via UPI Ref 922733,shopping
Investasi premi asuransi sebesar Rp 26777 via UPI Ref 299659,investment
Pesanan Swiggy sebesar Rp 43287 via UPI Ref 551989,food
Cicilan mobil sebesar Rp 27041 via UPI Ref 589710,loan
Pesanan Swiggy sebesar Rp 4072 via UPI Ref 522179,food
Pembayaran cicilan peralatan elektronik sebesar Rp 7261 via UPI Ref 360735,loan
Pembelian tiket kereta sebesar Rp 35246 via UPI Ref 570405,travel
Pemesanan hotel sebesar Rp 12125 via UPI Ref 392075,travel
Investasi pasar saham sebesar Rp 5040 via UPI Ref 564656,investment
Pembelian Flipkart sebesar Rp 3415 via UPI Ref 783823,shopping
Pembayaran pesanan Amazon sebesar Rp 6212 via UPI Ref 890170,shopping
Pemesanan tiket pesawat sebesar Rp 26734 via UPI Ref 609231,travel
Investasi pasar saham sebesar Rp 26382 via UPI Ref 161483,investment
Pemesanan hotel sebesar Rp 241 via UPI Ref 509386,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 29919 via UPI Ref 399105,loan
Deposito berjangka sebesar Rp 47974 via UPI Ref 921414,investment
Tagihan toko mode sebesar Rp 10244 via UPI Ref 299122,shopping
Pembayaran cicilan kartu kredit sebesar Rp 3932 via UPI Ref 707314,loan
Pembayaran pesanan Amazon sebesar Rp 49119 via UPI Ref 428838,shopping
Pembayaran restoran sebesar Rp 38384 via UPI Ref 599948,food
Belanja di mal sebesar Rp 3827 via UPI Ref 632496,shopping
Pengiriman makanan Zomato sebesar Rp 4590 via UPI Ref 723939,food
Tagihan kafe sebesar Rp 26561 via UPI Ref 225710,food
Pembayaran toko pakaian sebesar Rp 38040 via UPI Ref 723398,shopping
Pesanan Swiggy sebesar Rp 27574 via UPI Ref 789305,food
Transaksi belanja online sebesar Rp 17189 via UPI Ref 314181,shopping
Pembayaran cicilan kartu kredit sebesar Rp 17507 via UPI Ref 515011,loan
Pemesanan bus sebesar Rp 30064 via UPI Ref 431535,travel
Pembayaran restoran sebesar Rp 30134 via UPI Ref 751332,food
Pembelian Flipkart sebesar Rp 4901 via UPI Ref 663750,shopping
Pembayaran pom bensin sebesar Rp 17480 via UPI Ref 238890,travel
Potongan cicilan pinjaman sebesar Rp 16109 via UPI Ref 487477,loan
Pembayaran cicilan kartu kredit sebesar Rp 28816 via UPI Ref 974244,loan
Pembelian di toko elektronik sebesar Rp 40186 via UPI Ref 946305,shopping
Pembayaran pesanan Amazon sebesar Rp 43869 via UPI Ref 956795,shopping
Pembelian di toko elektronik sebesar Rp 43575 via UPI Ref 208618,shopping
Pemesanan bus sebesar Rp 7664 via UPI Ref 212235,travel
Belanja di mal sebesar Rp 17948 via UPI Ref 395442,shopping
Pembayaran toko pakaian sebesar Rp 47129 via UPI Ref 459536,shopping
Pemesanan bus sebesar Rp 33222 via UPI Ref 612262,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 3429 via UPI Ref 196781,loan
Investasi premi asuransi sebesar Rp 18232 via UPI Ref 146228,investment
Pembayaran toko roti sebesar Rp 8673 via UPI Ref 768061,food
Pembayaran cicilan kartu kredit sebesar Rp 48677 via UPI Ref 563298,loan
Belanja supermarket sebesar Rp 36859 via UPI Ref 110139,shopping
Pesanan Swiggy sebesar Rp 45386 via UPI Ref 256294,food
Pembayaran pesanan Amazon sebesar Rp 24296 via UPI Ref 710805,shopping
Belanja di mal sebesar Rp 28266 via UPI Ref 233636,shopping
Pembelian di toko kelontong sebesar Rp 23997 via UPI Ref 934794,food
Pembayaran toko roti sebesar Rp 13867 via UPI Ref 815198,food
Pemesanan taksi Ola sebesar Rp 23278 via UPI Ref 918011,travel
Belanja supermarket sebesar Rp 40775 via UPI Ref 885884,shopping
Pembelian tiket kereta sebesar Rp 10749 via UPI Ref 938742,travel
Pemesanan hotel sebesar Rp 1724 via UPI Ref 288073,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 27082 via UPI Ref 941204,loan
Pemesanan bus sebesar Rp 10533 via UPI Ref 925622,travel
Transaksi di restoran pizza sebesar Rp 2637 via UPI Ref 593554,food
Pembelian tiket kereta sebesar Rp 30266 via UPI Ref 466643,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 15015 via UPI Ref 333752,loan
Tagihan kafe sebesar Rp 26213 via UPI Ref 444207,food
Pembayaran cicilan peralatan elektronik sebesar Rp 4649 via UPI Ref 910891,loan
Cicilan KPR sebesar Rp 42140 via UPI Ref 634150,loan
Deposito berjangka sebesar Rp 35241 via UPI Ref 447235,investment
Pesanan Swiggy sebesar Rp 17218 via UPI Ref 287241,food
Pembelian di toko elektronik sebesar Rp 2607 via UPI Ref 213668,shopping
Belanja supermarket sebesar Rp 22754 via UPI Ref 863934,shopping
Cicilan mobil sebesar Rp 39828 via UPI Ref 636265,loan
Transaksi di restoran pizza sebesar Rp 37887 via UPI Ref 299312,food
Potongan cicilan pinjaman sebesar Rp 46550 via UPI Ref 557239,loan
Pembelian paket makan siang sebesar Rp 35387 via UPI Ref 820221,food
Isi ulang metro sebesar Rp 28365 via UPI Ref 173372,travel
Cicilan pinjaman pribadi sebesar Rp 20672 via UPI Ref 795612,loan
Pembelian di toko kelontong sebesar Rp 33334 via UPI Ref 424308,food
Pendanaan akun demat sebesar Rp 26471 via UPI Ref 831076,investment
Cicilan pinjaman pribadi sebesar Rp 8441 via UPI Ref 301158,loan
Deposito berjangka sebesar Rp 24947 via UPI Ref 810219,investment
Pemesanan bus sebesar Rp 26712 via UPI Ref 674553,travel
Pembelian di toko kelontong sebesar Rp 18903 via UPI Ref 320392,food
Investasi premi asuransi sebesar Rp 38109 via UPI Ref 736130,investment
Cicilan mobil sebesar Rp 29052 via UPI Ref 563638,loan
Pembayaran pom bensin sebesar Rp 31110 via UPI Ref 932291,travel
Pemesanan taksi Ola sebesar Rp 18698 via UPI Ref 640490,travel
Transaksi belanja online sebesar Rp 6220 via UPI Ref 958179,shopping
Pemesanan bus sebesar Rp 14822 via UPI Ref 945742,travel
Pemesanan tiket pesawat sebesar Rp 1700 via UPI Ref 148458,travel
Pembayaran agen perjalanan sebesar Rp 40160 via UPI Ref 991014,travel
Makan malam di hotel sebesar Rp 27260 via UPI Ref 760356,food
Pembayaran toko pakaian sebesar Rp 47177 via UPI Ref 830180,shopping
Pembelian kripto sebesar Rp 26291 via UPI Ref 355836,investment
Pembayaran taksi Uber sebesar Rp 49315 via UPI Ref 907451,travel
Transaksi di restoran pizza sebesar Rp 14441 via UPI Ref 284430,food
Tagihan toko mode sebesar Rp 3391 via UPI Ref 684482,shopping
Pemesanan taksi Ola sebesar Rp 30014 via UPI Ref 239816,travel
Deposito berjangka sebesar Rp 34908 via UPI Ref 686075,investment
Transaksi belanja online sebesar Rp 49596 via UPI Ref 564071,shopping
Belanja supermarket sebesar Rp 36005 via UPI Ref 567574,shopping
Pembayaran agen perjalanan sebesar Rp 29595 via UPI Ref 371782,travel
Pemesanan bus sebesar Rp 34263 via UPI Ref 608136,travel
Pemesanan bus sebesar Rp 28927 via UPI Ref 181247,travel
Pembayaran cicilan kartu kredit sebesar Rp 17907 via UPI Ref 452161,loan
Cicilan pinjaman pribadi sebesar Rp 5380 via UPI Ref 245095,loan
Pembelian tiket kereta sebesar Rp 25202 via UPI Ref 827659,travel
Pembelian tiket kereta sebesar Rp 4309 via UPI Ref 535020,travel
Pendanaan akun demat sebesar Rp 35660 via UPI Ref 588557,investment
SIP reksa dana sebesar Rp 13655 via UPI Ref 973349,investment
Pembelian kripto sebesar Rp 38378 via UPI Ref 829308,investment
Transaksi di restoran pizza sebesar Rp 31359 via UPI Ref 106182,food
Cicilan KPR sebesar Rp 49479 via UPI Ref 508930,loan
Investasi obligasi emas sebesar Rp 49089 via UPI Ref 870319,investment
Pembayaran toko pakaian sebesar Rp 32096 via UPI Ref 330080,shopping
Cicilan mobil sebesar Rp 31927 via UPI Ref 130434,loan
Pendanaan akun demat sebesar Rp 43935 via UPI Ref 812131,investment
Deposito berjangka sebesar Rp 10916 via UPI Ref 981334,investment
Investasi pasar saham sebesar Rp 40880 via UPI Ref 660069,investment
Transaksi di restoran pizza sebesar Rp 38890 via UPI Ref 691807,food
Pesanan Swiggy sebesar Rp 42223 via UPI Ref 549433,food
Pembayaran agen perjalanan sebesar Rp 12009 via UPI Ref 152727,travel
Cicilan mobil sebesar Rp 21553 via UPI Ref 321941,loan
Pendanaan akun demat sebesar Rp 22218 via UPI Ref 898207,investment
Pendanaan akun demat sebesar Rp 49383 via UPI Ref 972335,investment
Pendanaan akun demat sebesar Rp 5467 via UPI Ref 593152,investment
Pembelian paket makan siang sebesar Rp 3513 via UPI Ref 466960,food
Pemesanan taksi Ola sebesar Rp 42813 via UPI Ref 142213,travel
Tagihan kafe sebesar Rp 13165 via UPI Ref 979995,food
Pengiriman makanan Zomato sebesar Rp 15733 via UPI Ref 232352,food
Deposito berjangka sebesar Rp 7596 via UPI Ref 691364,investment
Pembayaran agen perjalanan sebesar Rp 45940 via UPI Ref 368690,travel
Pembayaran cicilan kartu kredit sebesar Rp 39807 via UPI Ref 736745,loan
Pengiriman makanan Zomato sebesar Rp 20484 via UPI Ref 213349,food
Pembayaran pesanan Amazon sebesar Rp 20544 via UPI Ref 703766,shopping
Pembelian kripto sebesar Rp 46959 via UPI Ref 307963,investment
Tagihan kafe sebesar Rp 6778 via UPI Ref 831059,food
Pembayaran cicilan peralatan elektronik sebesar Rp 44943 via UPI Ref 729577,loan
Pembayaran restoran sebesar Rp 22854 via UPI Ref 658623,food
Deposito berjangka sebesar Rp 24385 via UPI Ref 172306,investment
Transaksi belanja online sebesar Rp 929 via UPI Ref 990844,shopping
Investasi premi asuransi sebesar Rp 32225 via UPI Ref 210665,investment
Pendanaan akun demat sebesar Rp 41753 via UPI Ref 968962,investment
Deposito berjangka sebesar Rp 10126 via UPI Ref 556641,investment
Pembayaran pom bensin sebesar Rp 42728 via UPI Ref 383201,travel
Tagihan toko mode sebesar Rp 30565 via UPI Ref 556732,shopping
Pembelian di toko elektronik sebesar Rp 21222 via UPI Ref 993085,shopping
Pemesanan taksi Ola sebesar Rp 18379 via UPI Ref 572700,travel
Pembayaran agen perjalanan sebesar Rp 37445 via UPI Ref 739979,travel
Pendanaan akun demat sebesar Rp 1980 via UPI Ref 618317,investment
Pembayaran cicilan kartu kredit sebesar Rp 32052 via UPI Ref 322423,loan
Pembayaran cicilan peralatan elektronik sebesar Rp 17031 via UPI Ref 456871,loan
Cicilan pinjaman pribadi sebesar Rp 46052 via UPI Ref 389688,loan
Pembayaran pesanan Amazon sebesar Rp 33957 via UPI Ref 300337,shopping
Tagihan kafe sebesar Rp 47290 via UPI Ref 526170,food
Investasi obligasi emas sebesar Rp 49787 via UPI Ref 351997,investment
Deposito berjangka sebesar Rp 46751 via UPI Ref 614663,investment
Investasi premi asuransi sebesar Rp 1230 via UPI Ref 197573,investment
Pembayaran cicilan kartu kredit sebesar Rp 26602 via UPI Ref 825391,loan
Pemesanan bus sebesar Rp 43613 via UPI Ref 709805,travel
Cicilan mobil sebesar Rp 36372 via UPI Ref 656711,loan
Cicilan mobil sebesar Rp 48985 via UPI Ref 677124,loan
Cicilan KPR sebesar Rp 46162 via UPI Ref 575786,loan
Cicilan KPR sebesar Rp 16575 via UPI Ref 341736,loan
Tagihan kafe sebesar Rp 20779 via UPI Ref 225362,food
Belanja di mal sebesar Rp 12652 via UPI Ref 326895,shopping
Pendanaan akun demat sebesar Rp 47586 via UPI Ref 718226,investment
Pembelian di toko elektronik sebesar Rp 6688 via UPI Ref 973074,shopping
Pemesanan bus sebesar Rp 15008 via UPI Ref 478411,travel
Pemesanan bus sebesar Rp 1027 via UPI Ref 842411,travel
Belanja di mal sebesar Rp 18077 via UPI Ref 147726,shopping
Pembelian paket makan siang sebesar Rp 19245 via UPI Ref 831295,food
Pembayaran agen perjalanan sebesar Rp 6823 via UPI Ref 112861,travel
Pembelian di toko elektronik sebesar Rp 30862 via UPI Ref 601968,shopping
Pendanaan akun demat sebesar Rp 12182 via UPI Ref 153872,investment
Pembayaran cicilan peralatan elektronik sebesar Rp 31408 via UPI Ref 219629,loan
Transaksi di restoran pizza sebesar Rp 32327 via UPI Ref 177680,food
Pembayaran pesanan Amazon sebesar Rp 10043 via UPI Ref 256445,shopping
Pembelian di toko elektronik sebesar Rp 5682 via UPI Ref 360247,shopping
Pembelian paket makan siang sebesar Rp 27374 via UPI Ref 735770,food
Pembayaran toko pakaian sebesar Rp 34347 via UPI Ref 498855,shopping
Pembelian kripto sebesar Rp 19587 via UPI Ref 717113,investment
Pendanaan akun demat sebesar Rp 37365 via UPI Ref 751194,investment
Pesanan Swiggy sebesar Rp 13717 via UPI Ref 755900,food
Pemesanan bus sebesar Rp 43381 via UPI Ref 185131,travel
Pembelian tiket kereta sebesar Rp 11491 via UPI Ref 678805,travel
Pengiriman makanan Zomato sebesar Rp 275 via UPI Ref 528361,food
Deposito berjangka sebesar Rp 39016 via UPI Ref 592738,investment
Potongan cicilan pinjaman sebesar Rp 15270 via UPI Ref 402099,loan
Potongan cicilan ponsel sebesar Rp 29855 via UPI Ref 174637,loan
Pemesanan bus sebesar Rp 41063 via UPI Ref 718439,travel
Pemesanan hotel sebesar Rp 7621 via UPI Ref 671015,travel
Pemesanan tiket pesawat sebesar Rp 17508 via UPI Ref 966785,travel
Pemesanan taksi Ola sebesar Rp 4008 via UPI Ref 273982,travel
Cicilan pinjaman pribadi sebesar Rp 49183 via UPI Ref 964278,loan
Pembelian di toko elektronik sebesar Rp 28880 via UPI Ref 230394,shopping
Deposito berjangka sebesar Rp 20028 via UPI Ref 833723,investment
Pendanaan akun demat sebesar Rp 32898 via UPI Ref 666211,investment
Pembelian kripto sebesar Rp 5371 via UPI Ref 727086,investment
Transaksi di restoran pizza sebesar Rp 48238 via UPI Ref 437978,food
Pembelian di toko elektronik sebesar Rp 1795 via UPI Ref 195763,shopping
Pembayaran taksi Uber sebesar Rp 44158 via UPI Ref 961322,travel
Cicilan pinjaman pribadi sebesar Rp 2736 via UPI Ref 900177,loan
Pembayaran agen perjalanan sebesar Rp 34110 via UPI Ref 783157,travel
Pendanaan akun demat sebesar Rp 11994 via UPI Ref 713762,investment
Deposito berjangka sebesar Rp 32325 via UPI Ref 195674,investment
Pendanaan akun demat sebesar Rp 26861 via UPI Ref 449499,investment
Potongan cicilan ponsel sebesar Rp 6955 via UPI Ref 999398,loan
Isi ulang metro sebesar Rp 27077 via UPI Ref 827369,travel
Pendanaan akun demat sebesar Rp 43523 via UPI Ref 519904,investment
Pembayaran pesanan Amazon sebesar Rp 29907 via UPI Ref 192337,shopping
Cicilan KPR sebesar Rp 21286 via UPI Ref 221552,loan
Investasi premi asuransi sebesar Rp 33824 via UPI Ref 964998,investment
Pembelian paket makan siang sebesar Rp 30376 via UPI Ref 533321,food
Tagihan kafe sebesar Rp 34076 via UPI Ref 479353,food
Tagihan toko mode sebesar Rp 41086 via UPI Ref 563513,shopping
Tagihan kafe sebesar Rp 17601 via UPI Ref 675898,food
Pemesanan bus sebesar Rp 28812 via UPI Ref 832168,travel
SIP reksa dana sebesar Rp 1991 via UPI Ref 760626,investment
Pembayaran toko pakaian sebesar Rp 46616 via UPI Ref 266071,shopping
Cicilan pinjaman pribadi sebesar Rp 996 via UPI Ref 679077,loan
SIP reksa dana sebesar Rp 14825 via UPI Ref 982277,investment
Makan malam di hotel sebesar Rp 7798 via UPI Ref 779172,food
Pembayaran agen perjalanan sebesar Rp 47063 via UPI Ref 406039,travel
Pembelian di toko elektronik sebesar Rp 27329 via UPI Ref 975271,shopping
Pembelian kripto sebesar Rp 16073 via UPI Ref 578975,investment
Belanja di mal sebesar Rp 25238 via UPI Ref 299869,shopping
Belanja di mal sebesar Rp 4675 via UPI Ref 389666,shopping
Pendanaan akun demat sebesar Rp 33375 via UPI Ref 380150,investment
Pembelian di toko kelontong sebesar Rp 47682 via UPI Ref 413058,food
Tagihan toko mode sebesar Rp 9838 via UPI Ref 568238,shopping
Tagihan toko mode sebesar Rp 22718 via UPI Ref 448588,shopping
Belanja supermarket sebesar Rp 29941 via UPI Ref 437408,shopping
Pembelian tiket kereta sebesar Rp 37573 via UPI Ref 501574,travel
Pemesanan hotel sebesar Rp 2960 via UPI Ref 433632,travel
Deposito berjangka sebesar Rp 25084 via UPI Ref 504832,investment
Pembayaran agen perjalanan sebesar Rp 2526 via UPI Ref 232378,travel
Transaksi belanja online sebesar Rp 6677 via UPI Ref 986088,shopping
SIP reksa dana sebesar Rp 34568 via UPI Ref 579123,investment
Pengiriman makanan Zomato sebesar Rp 26968 via UPI Ref 786587,food
Pemesanan taksi Ola sebesar Rp 30868 via UPI Ref 919488,travel
Cicilan KPR sebesar Rp 40945 via UPI Ref 826353,loan
Deposito berjangka sebesar Rp 5363 via UPI Ref 993140,investment
Pembayaran cicilan peralatan elektronik sebesar Rp 44294 via UPI Ref 659543,loan
Pendanaan akun demat sebesar Rp 41177 via UPI Ref 853629,investment
Investasi premi asuransi sebesar Rp 35556 via UPI Ref 137642,investment
Pembelian Flipkart sebesar Rp 15485 via UPI Ref 761820,shopping
Pembayaran cicilan kartu kredit sebesar Rp 49040 via UPI Ref 194769,loan
SIP reksa dana sebesar Rp 49931 via UPI Ref 764532,investment
Makan malam di hotel sebesar Rp 11002 via UPI Ref 827712,food
Potongan cicilan pinjaman sebesar Rp 3114 via UPI Ref 440131,loan
Pembelian di toko kelontong sebesar Rp 23592 via UPI Ref 493049,food
Investasi pasar saham sebesar Rp 16103 via UPI Ref 656968,investment
Investasi obligasi emas sebesar Rp 44782 via UPI Ref 931016,investment
Pemesanan tiket pesawat sebesar Rp 11573 via UPI Ref 182804,travel
Belanja supermarket sebesar Rp 40713 via UPI Ref 816318,shopping
Pembayaran agen perjalanan sebesar Rp 38317 via UPI Ref 250069,travel
Pembayaran agen perjalanan sebesar Rp 41905 via UPI Ref 366314,travel
Pendanaan akun demat sebesar Rp 43802 via UPI Ref 109853,investment
Pendanaan akun demat sebesar Rp 44507 via UPI Ref 673149,investment
Pemesanan taksi Ola sebesar Rp 29049 via UPI Ref 462351,travel
Pembelian di toko elektronik sebesar Rp 41973 via UPI Ref 544920,shopping
Cicilan mobil sebesar Rp 19899 via UPI Ref 308894,loan
Investasi premi asuransi sebesar Rp 31767 via UPI Ref 211834,investment
Pemesanan hotel sebesar Rp 37581 via UPI Ref 476395,travel
Pembelian di toko elektronik sebesar Rp 45927 via UPI Ref 409571,shopping
Transaksi di restoran pizza sebesar Rp 18088 via UPI Ref 108491,food
Pembayaran pesanan Amazon sebesar Rp 39841 via UPI Ref 881369,shopping
Investasi premi asuransi sebesar Rp 18856 via UPI Ref 913423,investment
Isi ulang metro sebesar Rp 14452 via UPI Ref 767542,travel
Pemesanan bus sebesar Rp 44517 via UPI Ref 892280,travel
Pemesanan taksi Ola sebesar Rp 41221 via UPI Ref 777737,travel
Pembelian di toko kelontong sebesar Rp 28989 via UPI Ref 134985,food
Transaksi belanja online sebesar Rp 48095 via UPI Ref 237795,shopping
Pembelian di toko kelontong sebesar Rp 21511 via UPI Ref 883790,food
Investasi pasar saham sebesar Rp 13259 via UPI Ref 238579,investment
Transaksi belanja online sebesar Rp 34889 via UPI Ref 626169,shopping
Pembayaran cicilan peralatan elektronik sebesar Rp 10883 via UPI Ref 369452,loan
Investasi premi asuransi sebesar Rp 19442 via UPI Ref 882824,investment
Pembayaran cicilan peralatan elektronik sebesar Rp 7647 via UPI Ref 591081,loan
Pengiriman makanan Zomato sebesar Rp 49524 via UPI Ref 336574,food
Investasi premi asuransi sebesar Rp 36624 via UPI Ref 483542,investment
Transaksi di restoran pizza sebesar Rp 1012 via UPI Ref 377304,food
Pembelian Flipkart sebesar Rp 29904 via UPI Ref 486490,shopping
Cicilan pinjaman pribadi sebesar Rp 25070 via UPI Ref 962367,loan
Potongan cicilan pinjaman sebesar Rp 44326 via UPI Ref 345180,loan
SIP reksa dana sebesar Rp 40702 via UPI Ref 688678,investment
Cicilan pinjaman pribadi sebesar Rp 14607 via UPI Ref 779112,loan
Makan malam di hotel sebesar Rp 46045 via UPI Ref 416869,food
SIP reksa dana sebesar Rp 9260 via UPI Ref 147549,investment
Pembelian di toko kelontong sebesar Rp 32384 via UPI Ref 221761,food
Tagihan kafe sebesar Rp 35328 via UPI Ref 242254,food
Pembelian kripto sebesar Rp 24414 via UPI Ref 803055,investment
Belanja supermarket sebesar Rp 38591 via UPI Ref 878325,shopping
Pemesanan hotel sebesar Rp 43020 via UPI Ref 203831,travel
Investasi obligasi emas sebesar Rp 26846 via UPI Ref 393328,investment
Pembayaran toko roti sebesar Rp 14338 via UPI Ref 564920,food
Investasi pasar saham sebesar Rp 23868 via UPI Ref 204180,investment
Cicilan pinjaman pribadi sebesar Rp 42359 via UPI Ref 476096,loan
Transaksi di restoran pizza sebesar Rp 18180 via UPI Ref 299028,food
Makan malam di hotel sebesar Rp 6107 via UPI Ref 794963,food
Pembayaran taksi Uber sebesar Rp 3414 via UPI Ref 925013,travel
